Name,Bronze,Gold,Silver,Total
Duncan M. White,0,0,1,1
Duncan McPhee,0,0,1,1
Dwayne Eugene Evans,1,0,0,1
Dwight D. Phillips,0,1,0,1
Dylan Armstrong,1,0,0,1
ECHIKUNWOKE Annette Nneka,0,0,1,1
EL BAKKALI Soufiane,0,1,0,1
ELKASEVIC Sandra,1,0,0,1
ELLIS Kendall,0,1,0,1
EPPIE Lee Bhekempilo,0,0,1,1
Earl Holmes Bell,1,0,0,1
Earl John "Tommy" Thomson,0,1,0,1
Earl M. Jones,1,0,0,1
Earl Verdelle Young,0,1,0,1
Earl William Eby,0,0,1,1
Earle Elmer Meadows,0,1,0,1
Earlene Brown (Dennis-),1,0,0,1
Ebbe Gustav Bertil Albertsson (-Andersson),1,0,0,1
Eddy Jean Paul Ottoz (Dimichelis-),1,0,0,1
Edera Cordiale-Gentile,0,0,1,1
Edgar Allen "Ed" Ablowich,0,1,0,1
Edgar Itt,1,0,0,1
Edgardo Toetti,1,0,0,1
Edmund Franklin "Ed" Black,1,0,0,1
Eduard Viktorovich Gushchin,1,0,0,1
Edvin Erik Hellgren,0,1,0,1
Edvin Sigizmundovich Ozolin,0,0,1,1
Edward Adams Spencer,1,0,0,1
Edward Barton "Ed" Hamm,0,1,0,1
Edward Blake "Ed" Archibald,1,0,0,1
Edward Buckler "Ed" Kirby,1,0,0,1
Edward Chester "Ed" Glover,1,0,0,1
Edward James "Eddie" Hart,0,1,0,1
Edward James Toms,1,0,0,1
"Edward Julius ""Ed"" Caruthers, Jr.",0,0,1,1
"Edward Lansing ""Ed"" Gordon, Jr.",0,1,0,1
Edward Martin Dahl,1,0,0,1
Edward Orval "Ned" Gourdin,0,0,1,1
Edward Ralph "Teddy" Smouha,1,0,0,1
Edward Thomas "Eddie" O'Brien,0,0,1,1
"Edward Tiffin ""Ed"" Cook, Jr.",0,1,0,1
Edwin Cheruiyot Soi,1,0,0,1
Edwin Earl "Ed" Myers,1,0,0,1
Edwin Joseph Skinner,1,0,0,1
Eelis Eenok "Eeles" Landstrm,1,0,0,1
Egil Danielsen,0,1,0,1
Ehsan Haddadi,0,0,1,1
Eilidh Child-Doyle,1,0,0,1
Eino Alfred Purje (Borg-),1,0,0,1
Eino Penttil,1,0,0,1
Eino Seppl,0,1,0,1
Ejegayehu Dibaba Keneni,0,0,1,1
El Hadji Amadou Dia B,0,0,1,1
Elana Meyer (-van Zyl),0,0,1,1
Elemr Somfay (Stromfeld-),0,0,1,1
Elfi Zinn (Rost-),1,0,0,1
Elfriede Kaun (-Rahn),1,0,0,1
Elio Ragni,0,0,1,1
Elisa Rigaudo,1,0,0,1
Elisabetta Perrone,0,0,1,1
Eliza McCartney,1,0,0,1
"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",0,0,1,1
Elizabeth Garner "Betty" Taylor (-Campbell),1,0,0,1
Ellen Braumller (-Hassauer),0,0,1,1
Ellen Fiedler (Neumann-),1,0,0,1
Ellen Gezina Maria van Langen,0,1,0,1
Elliot John Bunney,0,0,1,1
Elvan Abeylegesse,0,0,1,1
Elvira Poekel (-Borchers),0,0,1,1
Elvra Ozolia (-Lse),0,1,0,1
Emerson Carlysle Norton,0,0,1,1
Emerson Lane "Bud" Spencer,0,1,0,1
Emiel Adrien "Miel" Puttemans,0,0,1,1
Emil Hirschfeld,1,0,0,1
Emil Magnusson,1,0,0,1
Emil Robert Voigt,0,1,0,1
Emil William Breitkreutz,1,0,0,1
Emilio Lunghi,0,0,1,1
Emily Jane Diamond,1,0,0,1
Emma Jane Coburn,1,0,0,1
Emmanuel McDonald Bailey,1,0,0,1
Ene Franca Idoko (-Isaac),1,0,0,1
English Gardner,0,1,0,1
Enrico Perucconi,1,0,0,1
Erba Tiki Gelana,0,1,0,1
Eref Apak,1,0,0,1
Erick Bernab Barrondo Garca,0,0,1,1
Erik Adolf Efraim Abrahamsson,1,0,0,1
Erik Brynolf Larsson,0,1,0,1
Erik Hjalmar Lundqvist,0,1,0,1
"Erik Kynard, Jr.",0,0,1,1
Erik Wilhelm "Erkka" Wiln,0,0,1,1
Erki Nool,0,1,0,1
Erkki Olavi Kataja,0,0,1,1
Ernest "Ernie" Harper,0,0,1,1
Ernest Glover,1,0,0,1
Ernest John Henley,1,0,0,1
Ernesto Ambrosini,1,0,0,1
Ernesto Canto Gudio,0,1,0,1
Ernst Gte Hagstrm,1,0,0,1
Ernst Ludwig Emanuel Schultz,1,0,0,1
Ernst Robert Efraim Fast,1,0,0,1
Ernst Theodor Wide,0,0,1,1
Ernst Willy Larsen,1,0,0,1
Ervin Henry "Erv" Hall,0,0,1,1
Erwin Blask,0,0,1,1
Erwin Gillmeister,1,0,0,1
Eshetu Tura,1,0,0,1
Esther B. Jones,0,1,0,1
Esther Cornelia Brand (van Heerden-),0,1,0,1
"Ethel Hannah Catherwood (-McLaren, -Mitchell)",0,1,0,1
Eugene George "Gene" Oberst,1,0,0,1
Eunice Jepkirui Kirwa,0,0,1,1
Eunice Jepkorir Kertich,0,0,1,1
Eva Dawes (-Spinks),1,0,0,1
Eva Janko (Egger-),1,0,0,1
Eva uranov (Kucmanov-),1,0,0,1
Evan Reese Jager,0,0,1,1
Evangelos Damaskos,1,0,0,1
Evelin Kaufer (-Schmuck),0,0,1,1
Evelyn Pearl Furtsch (-Ojeda),0,1,0,1
"Evelyne Ruth Hall (Davidson-, -Adams, -Butler)",0,0,1,1
Everett Lewis Bradley,0,0,1,1
FENG Bin,0,0,1,1
FURLANI Mattia,1,0,0,1
Fabrizio Donato,1,0,0,1
Faina Grigoryevna Melnik (-Veleva),0,1,0,1
Faith Chepngetich Kibiegon,0,1,0,1
Faith Idehen,1,0,0,1
Fani Khalkia,0,1,0,1
Fatima Yusuf-Olukoju,0,0,1,1
Fatuma Roba,0,1,0,1
Ferdinand Reinhardt Bie,0,1,0,1
Fernand Gonder,0,1,0,1
Fernando "Nando" Altimani,1,0,0,1
Feyisa Lilesa,0,0,1,1
Fia Lovin (Rafira-),1,0,0,1
Fidelis Gadzama,0,1,0,1
Filbert Bayi Sanka,0,0,1,1
Finis Dean Smith,0,1,0,1
Fita Bayissa,1,0,0,1
Fitzroy Junior Dunkley,0,0,1,1
Fleur Northey Mellor (-Wenham),0,1,0,1
Florena acu-Crciunescu (Ionescu-),1,0,0,1
"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",0,1,0,1
Florian Schwarthoff,1,0,0,1
Folke Georg Jansson,0,0,1,1
Forrest Custer Smithson,0,1,0,1
Forrest Grady Towns,0,1,0,1
Foy Draper,0,1,0,1
France Gareau (-Foudy),0,0,1,1
Francine Niyonsaba,0,0,1,1
Francis Adonijah "Frank" Lane,1,0,0,1
Francis Cleveland "Frank" Irons,0,1,0,1
Francis James "Jim" Delaney,0,0,1,1
Francis Kerbiriou,1,0,0,1
Francis Lawrence "Frank" Lukeman,1,0,0,1
Francis Obiorah Obikwelu,0,0,1,1
Francis Peter Higgins,1,0,0,1
Francis Schewetta,0,0,1,1
Francis Valentine Joseph "Frank" Hussey,0,1,0,1
Francisco Javier Fernndez Pelez,0,0,1,1
Franjo Mihali,0,0,1,1
Frank Baumgartl,1,0,0,1
Frank Busemann,0,0,1,1
Frank Dwyer Murphy,1,0,0,1
"Frank Farmer Loomis, Jr.",0,1,0,1
Frank Garfield Rutherford,1,0,0,1
Frank Josef Cuhel,0,0,1,1
Frank Kent Foss,0,1,0,1
Frank Paschek,0,0,1,1
Frank Riley Castleman,0,0,1,1
Frank Thayer Nelson,0,0,1,1
Frank Wartenberg,1,0,0,1
Frank Washington Jarvis,0,1,0,1
Frans William "Viljam" Johansson,0,0,1,1
Frantiek Douda,1,0,0,1
Frantiek Janda-Suk,0,0,1,1
Frantz Kruger,1,0,0,1
Franz-Peter Hofmeister,1,0,0,1
Freddy Santiago Mayola Fernndez,1,0,0,1
Frederic Delmont "Fred" Tootell,0,1,0,1
Frederic Seymour "Fred" Murray,1,0,0,1
"Frederick Douglas ""Fritz"" Pollard, Jr.",1,0,0,1
Frederick Ferdinand "Freddie" Wolff,0,1,0,1
Frederick Graham "Fred" Moloney,1,0,0,1
Frederick Morgan "Fred" Hansen,0,1,0,1
Frederick Newton Hibbins,1,0,0,1
Frederick Pitt "Fred" Alderman,0,1,0,1
Frederick Warren "Fred" Kelly,0,1,0,1
Frederick William "Fred" Engelhardt,0,0,1,1
Frederick William "Fred" Schule,0,1,0,1
Fredrick Momanyi "Fred" Onyancha,1,0,0,1
Fredrik Teodor Koskenniemi,0,1,0,1
Frey Fritiof "Frej" Liewendahl,0,1,0,1
Friedrich Gottlob Paul Ferdinand von Stlpnagel,1,0,0,1
Friedrich Walter "Fritz" Hendrix,0,0,1,1
Frigyes (Friedrich) Wiesner-Mezei,1,0,0,1
Fritz Erik Elmster (Pettersson-),0,0,1,1
Fritz Hofmann,0,0,1,1
GERASHCHENKO Iryna,1,0,0,1
Gabriel J. Tiacoh,0,0,1,1
Gabriele "Gaby" Bumann,1,0,0,1
Gabriele Hinzmann (Trepscheck-),1,0,0,1
Gabriele Lwe (Kotte-),0,0,1,1
Gabriele Salviati,1,0,0,1
Gabriella Dorio (-Spigarolo),0,1,0,1
Gael Patricia Mulhall-Martin,1,0,0,1
Galina Petrovna Bukharina,1,0,0,1
Galina Petrovna Bystrova (Dolzhenkova-),1,0,0,1
Galina isakovov (-Beskrovnaj),1,0,0,1
Gamze Bulut,0,0,1,1
"Garrett Putnam Serviss, Jr.",0,0,1,1
Garry Peter Cook,0,0,1,1
Garth Barrington Robinson,1,0,0,1
Gary James Oakes,1,0,0,1
Gary Ronald Honey,0,0,1,1
Gaston G. Godel,0,0,1,1
Gaston Heuet,1,0,0,1
Gaston Lucien Fry,1,0,0,1
Gaston M. Strobino,1,0,0,1
Gaston Roelants,0,1,0,1
Gaston tienne Ghislaine Reiff,0,1,0,1
Gayle Albert Dull,0,0,1,1
Gelindo Bordin,0,1,0,1
Genzebe Dibaba Keneni,0,0,1,1
George Anthony Stanich,1,0,0,1
George Bernard Underwood,0,1,0,1
George Derek Ibbotson,1,0,0,1
George Gordon Avery,0,0,1,1
George Gordon Jefferson,1,0,0,1
George Henry Goulding,0,1,0,1
George Hetzel Baird,0,1,0,1
"George J. Saling, Jr.",0,1,0,1
George Joseph Webber,0,0,1,1
George L. Young,1,0,0,1
George Leslie Horine,1,0,0,1
George Nicol,1,0,0,1
George Richard Parker,0,0,1,1
George Russell Renwick,1,0,0,1
George Sidney Simpson,0,0,1,1
Georgios Roubanis,1,0,0,1
Georgios Saranti Papasideris,1,0,0,1
Georgios Saridakis,1,0,0,1
Gerald Alexander Tinker,0,1,0,1
Gerald Howard "Gerry" Ashworth,0,1,0,1
Geraldina Rachel "Dina" Asher-Smith,1,0,0,1
Gerd Wessig,0,1,0,1
Gerda Johanna Marie van der Kade-Koudijs,0,1,0,1
Gerhard "Gerd" Hornberger,1,0,0,1
Gerhard Wucherer,1,0,0,1
Gerhardus Marinus Maria "Gerard" Nijboer,0,0,1,1
Germaine Mason,0,0,1,1
Gerrard Eugene "Gene" Cole,0,0,1,1
Gezahgne Abera,0,1,0,1
Ghada Shouaa,0,1,0,1
Gheorghe Megelea,1,0,0,1
Gianni Caldana,0,0,1,1
Gil Roberts,0,1,0,1
Gilles Bertould,1,0,0,1
Gilles Qunherv,1,0,0,1
Gillian Claire Russell (-Love),1,0,0,1
Giorgio Oberweger,1,0,0,1
Giovanni De Benedictis,1,0,0,1
Giovanni Evangelisti,1,0,0,1
Gisela Mauermayer,0,1,0,1
Giuseppe "Pino" Dordoni,0,1,0,1
Giuseppe Castelli,1,0,0,1
Giuseppe Gentile,1,0,0,1
Giuseppe Gibilisco,1,0,0,1
Giuseppe Tosi,0,0,1,1
Giuseppina Leone (-Paoletti),1,0,0,1
Glenn Edward Morris,0,1,0,1
Glenn Graham,0,0,1,1
Glenn Vernice Cunningham,0,0,1,1
Glenroy John Gilbert,0,1,0,1
Gloria E. Kemasuode (-Ubiebor),1,0,0,1
"Gloria Siebert (Kovarik-, Uibel-)",0,0,1,1
Glory Alozie Oluchi,0,0,1,1
"Glynis Leanne Nunn (Saunders-, -Cearns)",0,1,0,1
Gnter Wilhelm Leichum,1,0,0,1
Gnther Steines,1,0,0,1
Godday James,1,0,0,1
Godfrey Khotso Mokoena,0,0,1,1
Gong Lijiao,1,0,0,1
Gordon Glover Dunn,0,0,1,1
Gordon Reginald Goodwin,0,0,1,1
Grace Jackson-Small,0,0,1,1
Graham Chater Gipson,0,0,1,1
Grantley Thomas Smart Goulding,0,0,1,1
Grard Fenouil,1,0,0,1
Gregory "Greg" Foster,0,0,1,1
Gregory "Greg" Meghoo,0,0,1,1
Gregory Andrew "Greg" Joy,0,0,1,1
Gregory Curtis "Greg" Bell,0,1,0,1
Grete Andersen-Waitz,0,0,1,1
Grigory Aleksandrovich Yegorov,1,0,0,1
Guido Kratschmer,0,0,1,1
Guillaume LeBlanc,0,0,1,1
Gulnara Iskanderovna Samitova-Galkina,0,1,0,1
Gunnar Mikael Hckert,0,1,0,1
Gusman Sittykovich Kosanov,0,0,1,1
Gustaf "Topsy" Lindblom,0,1,0,1
Gustaf Fredrik Carln,0,1,0,1
Gustaf Isidor Mattsson,1,0,0,1
Gustaf Nils Jansson,1,0,0,1
Gustaf Richard Mikael "Gsta" Holmr,1,0,0,1
Gwendoline Alice "Gwen" Porter,1,0,0,1
Gyrgy Csnyi,1,0,0,1
Gyrgy Sztantics,0,1,0,1
Gyula Kellner,1,0,0,1
Gza Varasdi,1,0,0,1
HAASE Rebekka,1,0,0,1
HALASZ Bence,0,0,1,1
HARRIES Toby,1,0,0,1
HAYES Quanera,0,1,0,1
HENRY Desiree,0,0,1,1
HINCHLIFFE Louie,1,0,0,1
HOBBS Aleia,0,1,0,1
HOCKER Cole,0,1,0,1
HODGKINSON Keely,0,1,0,1
HOLLOWAY Grant,0,1,0,1
HOLMES Alexis,0,1,0,1
HUGHES Zharnel,1,0,0,1
HULL Jessica,0,0,1,1
HUNT Amy,0,0,1,1
Habiba Al-Ghribi-Boudra,0,0,1,1
Hadi Soua'an Al-Somaily Jaadan,0,0,1,1
Hagos Gebrhiwet Berhe,1,0,0,1
Halimat Oyinoza Ismaila,1,0,0,1
"Halina (Leonarda Kazimiera-) Konopacka (-Matuszewska, -Szczerbiska, -Stowe)",0,1,0,1
Hanna Emilie Marin,0,0,1,1
Hannu Juhani Siitonen,0,0,1,1
Hannu Kleofas "Hannes" Miettinen,0,1,0,1
Hans Eicke,0,0,1,1
Hans Liesche,0,0,1,1
Hans-Gnter Geister,1,0,0,1
Hans-Joachim "Jochen" Reske,0,0,1,1
Hans-Otto Woellke,0,1,0,1
Hans-Peter Baumgartner,0,0,1,1
Hansjrg Kunze,1,0,0,1
Hansle George Parchment,1,0,0,1
Harald Norpoth,0,0,1,1
Harlow Phelps Rothert,0,0,1,1
Harold Blaine Lindgren,0,0,1,1
Harold D. Cagle,0,0,1,1
Harold Earl "Hal" Barron,0,0,1,1
Harold Powers Muller,0,0,1,1
Harold Vincent "Hal" Connolly,0,1,0,1
Harriet Claiborne Bland (-Green),0,1,0,1
Harry Bluett Liversedge,1,0,0,1
Harry Edvin "Harri" Larva (Lagerstrm-),0,1,0,1
Harry Franklin Porter,0,1,0,1
Harry-Carl Voigt,1,0,0,1
Hartmut Briesenick,1,0,0,1
Harvey Edward Glance,0,1,0,1
Harvey Wright Cohn,0,0,1,1
Hasely Joachim Crawford,0,1,0,1
Hassiba Boulmerka,0,1,0,1
Hctor Herrera Ortz,0,0,1,1
Hector Dennis "Hec" Hogan,1,0,0,1
Hector Harold Whitlock,0,1,0,1
Hector Monroe "Hec" Dyer,0,1,0,1
Heide-Elke Gaugel (-Hudak),1,0,0,1
Heike Redetzky-Henkel (-Meier),0,1,0,1
Heike Schulte-Mattler (Schmidt-),1,0,0,1
Heinrich-Ludwig "Heinz" Ftterer,1,0,0,1
Helena Fibingerov (-mdov),1,0,0,1
Helene "Leni" Junker (-Thymm),1,0,0,1
Helene Hermine "Leni" Schmidt (-Fischer),1,0,0,1
Helga Klein (-Erny),0,0,1,1
Helga Seidler (Fischer-),0,1,0,1
Helge Andreas Lvland,0,1,0,1
Heli Orvokki Rantanen,0,1,0,1
Hellen Onsando Obiri,0,0,1,1
Helmar Mller,1,0,0,1
Helmut Hamann,1,0,0,1
Hennadiy Valentynovych Avdieienko,0,1,0,1
Henning Johannes "Henry" Dafel,0,0,1,1
Henri Alexis Tauzin,0,0,1,1
Henri Jean LaBorde,0,0,1,1
Henri Lauvaux,1,0,0,1
Henri Paul Winter,1,0,0,1
Henricus Adrianus "Harry" Broos,1,0,0,1
Henry Argue "Hank" Russell,0,1,0,1
Henry Courtenay Hawtrey,0,1,0,1
Henry Edward "Harry" Kerr,1,0,0,1
Henry Louis Scott,0,1,0,1
Henry Maitland Macintosh,0,1,0,1
Henry Petersen,0,0,1,1
Henry Stoddard "Harry" Babcock,0,1,0,1
Henry Winston "Harry" Jerome,1,0,0,1
Herbert Arthur "Bert" Johnston,0,0,1,1
Herbert Brotherson Jamison,0,0,1,1
Herbert James "Herb" Elliott,0,1,0,1
Herbert Lawrence "Herb" Trube,0,0,1,1
Herbert Otto Emanuel Schade,1,0,0,1
"Herbert Paul ""Herb"" Douglas, Jr.",1,0,0,1
Herbert William "Bert" Kerrigan,1,0,0,1
Herman Charles Groman,1,0,0,1
Herman Harold Brix,0,0,1,1
Hermann Mller,0,0,1,1
Hermann Panzo,1,0,0,1
Hermes Julin Ramrez Limonta,0,0,1,1
Hermine "Herma" Bauma,0,1,0,1
Hezekiel Sello Sepeng,0,0,1,1
Hilda May Cameron (-Young),1,0,0,1
Hilding Viktor Ekman,1,0,0,1
Hildrun Laufer-Claus,1,0,0,1
Hirooki Arai,1,0,0,1
Hjalmar Stefanus Mellander,0,1,0,1
"Horace Ashenfelter, III",0,1,0,1
Horace Hallock "Hal" Brown,0,1,0,1
Horatio May Fitch,0,0,1,1
Howard Davis,0,0,1,1
Howard McNeal Burnett,0,0,1,1
Huang Zhihong,0,0,1,1
Hubert Houben,0,0,1,1
Hugo Jalmari Lahtinen,1,0,0,1
Hugo Morris Friend,1,0,0,1
Hwang Yeong-Jo,0,1,0,1
Hyla Bristow "Henry" Stallard,1,0,0,1
Hyleas Christine Fountain,0,0,1,1
Hyvin Kiyeng Jepkemoi,0,0,1,1
INGEBRIGTSEN Jakob,0,1,0,1
Ian Stewart,1,0,0,1
Ibolya Csk (-Kdr),0,1,0,1
Ibrahim Camejo Savas,1,0,0,1
Ignace Heinrich,0,0,1,1
Igor Alekseyevich Kashkarov,1,0,0,1
Igor Olegovich Lapshin,0,0,1,1
Igor Yuryevich Nikulin,1,0,0,1
Ileana Silai (Gergely-),0,0,1,1
Ilke Wyludda,0,1,0,1
Ilmari R. Salminen,0,1,0,1
Ilmari Vesamaa,0,1,0,1
Ilona Maria Gusenbauer (Majdan-),1,0,0,1
"Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",0,1,0,1
Ilse Kristiina "Tiina" Lillak,0,0,1,1
Ilya Vladislavovich Markov,0,0,1,1
Imrich Bugr,0,0,1,1
Inese Jaunzeme (-Goba),0,1,0,1
Inga "Ine" Schffer (Mayer-Bojana-),1,0,0,1
Inga Kristina Gentzel (-Dahlgren),1,0,0,1
Inge Bdding (Eckhoff-),1,0,0,1
Inger Z. Miller,0,1,0,1
Ingrid Lotz (Eichmann-),0,0,1,1
Ingvar Albin Henrik Pettersson,1,0,0,1
Inha Alvidasivna Babakova (Butkus-),1,0,0,1
Inna Aleksandrovna Lasovskaya,0,0,1,1
Innocent Ejima Egbunike,1,0,0,1
Inta Kimovia (-Drvia),1,0,0,1
Ioamnet Quintero lvarez,1,0,0,1
Ioannis Persakis,1,0,0,1
Ioannis Theodoropoulos,1,0,0,1
Ionela Trlea-Manolache,0,0,1,1
Ira James Murchison,0,1,0,1
Ira Nelson Davenport,1,0,0,1
Irina Aleksandrovna Khudoroshkina,1,0,0,1
Irina Alekseyevna Simagina (-Meleshina),0,0,1,1
Irina Anatolyevna Beglyakova (-Chelnaya),0,0,1,1
Irina Nikolayevna Belova (Ilyichova-),0,0,1,1
Irina Sergeyevna Khabarova,0,0,1,1
Irina Vasilyevna Yatchenko,1,0,0,1
Irina Viktorovna Nazarova (Bagryantseva-),0,1,0,1
Irvin "Bo" Roberson,0,0,1,1
Irving Jahir Saladino Arana,0,1,0,1
Iryna Anatolivna Lishchynska (Nedelenko-),0,0,1,1
Isabella Bosibori Ochichi,0,0,1,1
Isabelle Francis Daniels (-Holston),1,0,0,1
Ismail Ahmed Ismail,0,0,1,1
Istvn Rzsavlgyi (Reidl-),1,0,0,1
Istvn Somodi,0,0,1,1
Ivan Chandler Dresser,0,1,0,1
Ivan Gubijan,0,0,1,1
Ivan Harris Riley,1,0,0,1
Ivan Mauritz Mller,0,0,1,1
Ivan Pavlovych Bieliaiev,1,0,0,1
Ivan Sergeyevich Ukhov,0,1,0,1
Ivan William Fuqua,0,1,0,1
Ivana panovi,1,0,0,1
Ivano Brugnetti,0,1,0,1
Ivn Garca Snchez,1,0,0,1
Ivn Lzaro Pedroso Soler,0,1,0,1
Iwan Gwyn Thomas,0,0,1,1
J. Jacques Lunis,0,0,1,1
JEFFERIES Ben,1,0,0,1
JOHN Yemi Mary,1,0,0,1
JOHNSON-THOMPSON Katarina,0,0,1,1
JUNK Sophia,1,0,0,1
Jaak Uudme,0,1,0,1
Jack Warren Pierce,1,0,0,1
Jacob "Jaap" Boot,1,0,0,1
Jacqueline Marguerite Marie Mazas (Martin-),1,0,0,1
Jacqueline Todten-Hein,0,0,1,1
Jacques Carette,1,0,0,1
Jai Desmond Taurima,0,0,1,1
Jalmari Johannes "Lauri" Eskola,0,0,1,1
James Aaron Butts,0,0,1,1
James Aloysius Bernard "Jim" Bausch,0,1,0,1
James Charles Beckford,0,0,1,1
James Edward "Jim" Wedderburn,1,0,0,1
"James Edward ""Trey"" Hardee, III",0,0,1,1
James Ellis "Jimmy" LuValle,1,0,0,1
James F. "Jim" Doehring,0,0,1,1
James F. "Jimmy" Gathers,1,0,0,1
James Francis "Jimmy" Quinn,0,1,0,1
James Garfield MacDonald,0,0,1,1
James Henry "Jim" Duncan,1,0,0,1
James Hunt "Jim" Corson,1,0,0,1
James Isaac Wendell,0,0,1,1
James Joseph "Jim" Donahue,0,0,1,1
James Joseph Connolly,1,0,0,1
James Kent "Jim" Brooker,1,0,0,1
James Leo "Jim" Dillion,1,0,0,1
James P. "Jimmy" Henigan,0,0,1,1
James Ronald "Jim" Ryun,0,0,1,1
James Sarsfield "Jim" Mitchel,1,0,0,1
James Sherman Jett,0,1,0,1
James Stephenson "Steve" Smith,1,0,0,1
James Steven "Jamie" Baulch (Mills-),0,0,1,1
James Tindal Soutter,1,0,0,1
Jan Cornelis de Vries,1,0,0,1
Jan Eric Johnson,1,0,0,1
Jan Werner,0,0,1,1
Jane Kara Saville (-White),1,0,0,1
Jane Kimberley "Kim" Batten,0,0,1,1
Janeene Hope Vickers (-McKinney),1,0,0,1
Janet Mary Simpson (-Clerc),1,0,0,1
Janet Theresa Moreau (-Stone),0,1,0,1
Janeth Jepkosgei Busienei,0,0,1,1
Janusz Jan Sido,0,0,1,1
Janusz Tadeusz Kusociski,0,1,0,1
Jaouad Gharib,0,0,1,1
Jarmila Kratochvlov,0,0,1,1
"Jarosawa Jwiakowska-Bieda (-Ringer, -Zdunkiewicz)",0,0,1,1
Jaroslav Bba,1,0,0,1
Jarrin Solomon,1,0,0,1
Jason Alexander Richardson,0,0,1,1
Jason John Gardener,0,1,0,1
Jason Rouser,0,1,0,1
Javier Culson Prez,1,0,0,1
Javier Garca Chico,1,0,0,1
Javon Francis,0,0,1,1
Jean Catherine Desforges (-Pickering),1,0,0,1
Jean Eileen Scrivens (-MacKenzie),0,0,1,1
Jean Galfione,0,1,0,1
Jean Marie Shiley (-Newhouse),0,1,0,1
Jean-Baptiste Clment Hippolyte Krbel,0,0,1,1
Jeanette Bolden,0,1,0,1
Jeanette Josephina Maria "Nettie" Witziers-Timmer,0,1,0,1
Jeffrey "Jeff" Henderson,0,1,0,1
Jemima Jelagat Sumgong,0,1,0,1
Jeneba Sylvia Tarmoh,0,1,0,1
Jennifer Elaine "Jenny" Stoute (-Regis),1,0,0,1
Jennifer Frances Lamy (-Frank),1,0,0,1
Jennifer Mae "Jenny" Barringer-Simpson,1,0,0,1
Jens-Peter Herold,1,0,0,1
Jeremiah Alfred "Al" LeConey,0,1,0,1
Jerome Cousins Biffle,0,1,0,1
Jerzy Pietrzyk,0,0,1,1
Jesse William "John" Mashburn,0,1,0,1
Jessie Cross (-West),0,0,1,1
Jevaughn Minzie,0,1,0,1
Ji Skobla,1,0,0,1
Jillian Cheryl "Jill" Richardson-Briscoe,0,0,1,1
Jimmy Vicaut,1,0,0,1
Jnis Dli,0,0,1,1
Joachim "Jochen" Bchner,1,0,0,1
Joachim Brchner Olsen,0,0,1,1
Joan Benoit (-Samuelson),0,1,0,1
Joan Lino Martnez Armenteros,1,0,0,1
Joanna Dove Hayes,0,1,0,1
Jobst Hirscht,1,0,0,1
Jochen Sachse,0,0,1,1
Joel Isasi Gonzlez,1,0,0,1
Joel Snchez Guerrero,1,0,0,1
Joel Warren Shankle,1,0,0,1
Johan Adolf Sundkvist,0,1,0,1
Johan Henrik Nordstrm,0,1,0,1
Johanna Hbner-Lttge (-Langer),0,0,1,1
Johanna Luann "Joni" Huntley (-Rueter),1,0,0,1
Johannes "Jo" Kaiser,0,0,1,1
John "Jack" Archer,0,0,1,1
John Akii-Bua,0,1,0,1
John Alcorn "James" Rector,0,0,1,1
John Arthur "Jack" Gregory,0,0,1,1
John Arthur "Jack" Winter,0,1,0,1
John Barnett Rambo,1,0,0,1
"John Baxter Taylor, Jr.",0,1,0,1
John Bray,1,0,0,1
John Christian Bert Olsson,0,1,0,1
John Creyghton Ainsworth-Davis,0,1,0,1
John Dale Bennett,0,0,1,1
John Edward "Jack" Lovelock,0,1,0,1
John Edward Salisbury,1,0,0,1
John Francis Cregan,0,0,1,1
John Franklin Anderson,0,1,0,1
John Frederick "Jerry" Cornes,0,0,1,1
John Frederick McLean,0,0,1,1
John George Walker,0,1,0,1
John Henry "Johnny" Kuck,0,1,0,1
John Henry Jonsson (-Klarne),1,0,0,1
John Ivor Disley,1,0,0,1
John Joseph "Johnny" Hayes,0,1,0,1
John Joseph Daly,0,0,1,1
John Joseph Gray,0,0,1,1
John Julius Klintberg,0,1,0,1
John Kelley Norton,0,0,1,1
John Kenneth "Ken" Doherty,1,0,0,1
"John Lee ""Johnny"" Gray, Jr.",1,0,0,1
John Llewellyn Davies,1,0,0,1
John Lloyd "Jack" Yerman,0,1,0,1
John Macfarlane Holland,1,0,0,1
John McGough,0,0,1,1
John Michael Landy,1,0,0,1
John Moffitt,0,0,1,1
John Ngugi Kamau,0,1,0,1
John Patrick "Jack" Metcalfe,1,0,0,1
John Riegel DeWitt,0,0,1,1
John Sheldon Collier,1,0,0,1
John Sherwood,1,0,0,1
John Treacy,0,0,1,1
John Verner Magnusson,1,0,0,1
John Vinzenz Andrew de Villiers "Vincent" Duncker,1,0,0,1
John Wesley "Johnny" Jones,0,1,0,1
John Wesley Carlos,1,0,0,1
John Wilfrid "Johnny" Loaring,0,0,1,1
John William Goodman,0,0,1,1
John William Steffensen,0,0,1,1
John Youie Woodruff,0,1,0,1
Joie William Ray,1,0,0,1
Jol Lamela Luaces,1,0,0,1
Jolanda eplak (Steblovnik-),1,0,0,1
Joln Kleiber-Kontsek,1,0,0,1
Jorge Llopart Ribas,0,0,1,1
Jorge Luis Aguilera Ruiz,1,0,0,1
