NOC,Year,Gold_Medal_Count,Silver_Medal_Count,Bronze_Medal_Count,Medal_Count
URU,2000,0,1,0,17
URU,2004,0,0,0,18
URU,2008,0,0,0,13
URU,2012,0,0,0,27
URU,2016,0,0,0,17
USA,1896,11,7,2,27
USA,1900,30,16,17,135
USA,1904,128,141,125,1109
USA,1906,12,6,6,81
USA,1908,34,16,15,219
USA,1912,46,25,36,364
USA,1920,111,45,38,473
USA,1924,97,36,49,459
USA,1928,47,24,17,426
USA,1932,81,47,61,743
USA,1936,51,29,16,487
USA,1948,87,30,35,424
USA,1952,83,23,28,451
USA,1956,61,42,20,443
USA,1960,81,23,21,428
USA,1964,95,37,37,492
USA,1968,99,32,35,529
USA,1972,69,59,43,578
USA,1976,70,58,36,554
USA,1984,186,116,50,693
USA,1988,87,66,54,715
USA,1992,89,50,85,734
USA,1996,159,48,52,839
USA,2000,130,61,51,764
USA,2004,117,75,71,726
USA,2008,127,110,80,763
USA,2012,145,57,46,689
USA,2016,139,54,71,719
UZB,1996,0,1,1,95
UZB,2000,1,1,2,85
UZB,2004,2,1,2,79
UZB,2008,1,2,3,69
UZB,2012,1,0,2,56
UZB,2016,4,2,7,80
VAN,1988,0,0,0,6
VAN,1992,0,0,0,8
VAN,1996,0,0,0,4
VAN,2000,0,0,0,3
VAN,2004,0,0,0,2
VAN,2008,0,0,0,3
VAN,2012,0,0,0,5
VAN,2016,0,0,0,4
VEN,1932,0,0,0,1
VEN,1948,0,0,0,2
VEN,1952,0,0,1,63
VEN,1956,0,0,0,38
VEN,1960,0,0,1,54
VEN,1964,0,0,0,23
VEN,1968,1,0,0,30
VEN,1972,0,0,0,33
VEN,1976,0,1,0,56
VEN,1980,0,1,0,43
VEN,1984,0,0,3,44
VEN,1988,0,0,0,17
VEN,1992,0,0,0,27
VEN,1996,0,0,0,53
VEN,2000,0,0,0,65
VEN,2004,0,0,2,53
VEN,2008,0,0,1,126
VEN,2012,1,0,0,85
VEN,2016,0,1,2,105
VIE,1980,0,0,0,38
VIE,1988,0,0,0,12
VIE,1992,0,0,0,10
VIE,1996,0,0,0,6
VIE,2000,0,1,0,7
VIE,2004,0,0,0,11
VIE,2008,0,1,0,18
VIE,2012,0,0,0,24
VIE,2016,1,1,0,28
VIN,1988,0,0,0,6
VIN,1992,0,0,0,8
VIN,1996,0,0,0,12
VIN,2000,0,0,0,4
VIN,2004,0,0,0,3
VIN,2008,0,0,0,2
VIN,2012,0,0,0,3
VIN,2016,0,0,0,4
VNM,1952,0,0,0,13
VNM,1956,0,0,0,10
VNM,1960,0,0,0,5
VNM,1964,0,0,0,23
VNM,1968,0,0,0,9
VNM,1972,0,0,0,2
WIF,1960,0,0,5,20
YAR,1984,0,0,0,3
YAR,1988,0,0,0,8
YEM,1992,0,0,0,8
YEM,1996,0,0,0,4
YEM,2000,0,0,0,2
YEM,2004,0,0,0,3
YEM,2008,0,0,0,8
YEM,2012,0,0,0,4
YEM,2016,0,0,0,3
YMD,1988,0,0,0,5
YUG,1920,0,0,0,15
YUG,1924,2,0,0,116
YUG,1928,1,1,10,86
YUG,1932,0,0,0,1
YUG,1936,0,1,0,173
YUG,1948,0,16,0,162
YUG,1952,4,20,0,194
YUG,1956,0,23,0,37
YUG,1960,16,1,0,185
YUG,1964,2,11,2,123
YUG,1968,13,14,2,130
YUG,1972,15,1,2,212
YUG,1976,2,14,3,95
YUG,1980,13,27,17,180
YUG,1984,47,5,35,154
YUG,1988,15,27,21,183
ZAM,1964,0,0,0,15
ZAM,1968,0,0,0,7
ZAM,1972,0,0,0,12
ZAM,1980,0,0,0,43
ZAM,1984,0,0,1,18
ZAM,1988,0,0,0,33
ZAM,1992,0,0,0,11
ZAM,1996,0,1,0,8
ZAM,2000,0,0,0,8
ZAM,2004,0,0,0,6
ZAM,2008,0,0,0,8
ZAM,2012,0,0,0,7
ZAM,2016,0,0,0,7
ZIM,1928,0,0,0,2
ZIM,1960,0,0,0,10
ZIM,1964,0,0,0,33
ZIM,1980,15,0,0,52
ZIM,1984,0,0,0,20
ZIM,1988,0,0,0,47
ZIM,1992,0,0,0,28
ZIM,1996,0,0,0,21
ZIM,2000,0,0,0,26
ZIM,2004,1,1,1,14
ZIM,2008,1,3,0,16
ZIM,2012,0,0,0,9
ZIM,2016,0,0,0,31
USA,2024,40,44,42,126
CHN,2024,40,27,24,91
JPN,2024,20,12,13,45
AUS,2024,18,19,16,53
FRA,2024,16,26,22,64
NED,2024,15,7,12,34
GBR,2024,14,22,29,65
KOR,2024,13,9,10,32
ITA,2024,12,13,15,40
GER,2024,12,13,8,33
NZL,2024,10,7,3,20
CAN,2024,9,7,11,27
UZB,2024,8,2,3,13
HUN,2024,6,7,6,19
ESP,2024,5,4,9,18
SWE,2024,4,4,3,11
KEN,2024,4,2,5,11
NOR,2024,4,1,3,8
IRL,2024,4,0,3,7
BRA,2024,3,7,10,20
IRI,2024,3,6,3,12
UKR,2024,3,5,4,12
ROU,2024,3,4,2,9
GEO,2024,3,3,1,7
BEL,2024,3,1,6,10
BUL,2024,3,1,3,7
SRB,2024,3,1,1,5
CZE,2024,3,0,2,5
DEN,2024,2,2,5,9
AZE,2024,2,2,3,7
CRO,2024,2,2,3,7
CUB,2024,2,1,6,9
BRN,2024,2,1,1,4
SLO,2024,2,1,0,3
TPE,2024,2,0,5,7
AUT,2024,2,0,3,5
HKG,2024,2,0,2,4
PHI,2024,2,0,2,4
ALG,2024,2,0,1,3
INA,2024,2,0,0,2
ISR,2024,1,5,1,7
POL,2024,1,4,5,10
KAZ,2024,1,3,3,7
JAM,2024,1,3,2,6
RSA,2024,1,3,2,6
THA,2024,1,3,2,6
AIN,2024,1,3,1,5
ETH,2024,1,3,0,4
SUI,2024,1,2,5,8
ECU,2024,1,2,2,5
POR,2024,1,2,1,4
GRE,2024,1,1,6,8
ARG,2024,1,1,1,3
EGY,2024,1,1,1,3
TUN,2024,1,1,1,3
BOT,2024,1,1,0,2
CHI,2024,1,1,0,2
LCA,2024,1,1,0,2
UGA,2024,1,1,0,2
DOM,2024,1,0,2,3
GUA,2024,1,0,1,2
MAR,2024,1,0,1,2
DMA,2024,1,0,0,1
PAK,2024,1,0,0,1
TUR,2024,0,3,5,8
MEX,2024,0,3,2,5
ARM,2024,0,3,1,4
COL,2024,0,3,1,4
PRK,2024,0,2,4,6
KGZ,2024,0,2,4,6
LTU,2024,0,2,2,4
IND,2024,0,1,5,6
MDA,2024,0,1,3,4
KOS,2024,0,1,1,2
CYP,2024,0,1,0,1
FIJ,2024,0,1,0,1
JOR,2024,0,1,0,1
MGL,2024,0,1,0,1
PAN,2024,0,1,0,1
TJK,2024,0,0,3,3
ALB,2024,0,0,2,2
GRN,2024,0,0,2,2
MAS,2024,0,0,2,2
PUR,2024,0,0,2,2
CPV,2024,0,0,1,1
CIV,2024,0,0,1,1
EOR,2024,0,0,1,1
PER,2024,0,0,1,1
QAT,2024,0,0,1,1
SGP,2024,0,0,1,1
SVK,2024,0,0,1,1
ZAM,2024,0,0,1,1
USA,2021,39,41,33,113
CHN,2021,38,32,18,88
JPN,2021,27,14,17,58
GBR,2021,22,21,22,65
RUS,2021,20,28,23,71
AUS,2021,17,7,22,46
NED,2021,10,12,14,36
FRA,2021,10,12,11,33
GER,2021,10,11,16,37
ITA,2021,10,10,20,40
CAN,2021,7,6,11,24
BRA,2021,7,6,8,21
NZL,2021,7,6,7,20
CUB,2021,7,3,5,15
HUN,2021,6,7,7,20
KOR,2021,6,4,10,20
POL,2021,4,5,5,14
CZE,2021,4,4,3,11
KEN,2021,4,4,2,10
NOR,2021,4,2,2,8
JAM,2021,4,1,4,9
ESP,2021,3,8,6,17
SWE,2021,3,6,0,9
SUI,2021,3,4,6,13
DEN,2021,3,4,4,11
CRO,2021,3,3,2,8
IRI,2021,3,2,2,7
SRB,2021,3,1,5,9
BEL,2021,3,1,3,7
BUL,2021,3,1,2,6
SLO,2021,3,1,1,5
UZB,2021,3,0,2,5
GEO,2021,2,5,1,8
TPE,2021,2,4,6,12
TUR,2021,2,2,9,13
GRE,2021,2,1,1,4
UGA,2021,2,1,1,4
ECU,2021,2,1,0,3
IRL,2021,2,0,2,4
GBR,2021,2,0,2,4
ISR,2021,2,0,2,4
QAT,2021,2,0,1,3
BAH,2021,2,0,0,2
KOS,2021,2,0,0,2
UKR,2021,1,6,12,19
BLR,2021,1,3,3,7
ROU,2021,1,3,0,4
VEN,2021,1,3,0,4
IND,2021,1,2,4,7
HKG,2021,1,2,3,6
PHI,2021,1,2,1,4
SVK,2021,1,2,1,4
RSA,2021,1,2,0,3
AUT,2021,1,1,5,7
EGY,2021,1,1,4,6
INA,2021,1,1,3,5
ETH,2021,1,1,2,4
POR,2021,1,1,2,4
TUN,2021,1,1,0,2
EST,2021,1,0,1,2
FIJ,2021,1,0,1,2
LAT,2021,1,0,1,2
THA,2021,1,0,1,2
BER,2021,1,0,0,1
MAR,2021,1,0,0,1
PUR,2021,1,0,0,1
COL,2021,0,4,1,5
AZE,2021,0,3,4,7
DOM,2021,0,3,2,5
ARM,2021,0,2,2,4
KGZ,2021,0,2,1,3
MGL,2021,0,1,3,4
ARG,2021,0,1,2,3
SMR,2021,0,1,2,3
JOR,2021,0,1,1,2
MAS,2021,0,1,1,2
NGR,2021,0,1,1,2
BRN,2021,0,1,0,1
KSA,2021,0,1,0,1
LTU,2021,0,1,0,1
MKD,2021,0,1,0,1
NAM,2021,0,1,0,1
TKM,2021,0,1,0,1
KAZ,2021,0,0,8,8
MEX,2021,0,0,4,4
FIN,2021,0,0,2,2
BOT,2021,0,0,1,1
BUR,2021,0,0,1,1
CIV,2021,0,0,1,1
GHA,2021,0,0,1,1
GRN,2021,0,0,1,1
KUW,2021,0,0,1,1
MDA,2021,0,0,1,1
SYR,2021,0,0,1,1
